Outage_sec_perweek,Income,Contacts,Yearly_equip_failure,Bandwidth_GB_Year,DummyTechie,DummyOnlineSecurity,DummyPort_modem,DummyStreamingMovies,DummyStreamingTV,DummyChurn,InternetService_DSL,InternetService_Fiber Optic,InternetService_NoInternet
9.594895726,8721.22,4,0,656.1054778,0,1,1,0,1,0,0,1,0
11.34414273,97057.93,0,1,391.7847619,0,0,1,0,0,0,0,0,1
8.052655017,19696.86,1,0,783.1189106,0,1,0,1,1,1,0,1,0
9.489541639,64397.56,1,0,1729.34277,0,1,0,1,0,0,0,0,1
15.09579419,19254.52,0,0,535.493169,0,1,1,0,1,1,0,1,0
10.89994219,38294.87,1,1,668.5567922,0,0,0,1,0,1,0,1,0
7.531513534,46946.24,0,0,2356.021599,0,1,1,0,1,0,1,0,0
2.737931836,90956.64,0,0,1526.656486,0,0,1,0,1,0,0,0,1
10.89250998,26473.71,0,0,1257.976073,0,0,1,0,0,1,0,1,0
10.46391733,21808.87,1,0,1176.40624,0,0,0,1,1,1,1,0,0
5.771579921,89037.69,1,0,1556.108789,0,1,0,1,1,1,0,1,0
6.178384722,108847.93,1,1,2053.027319,0,1,0,1,1,0,0,0,1
6.037666483,13867.89,0,3,411.2961627,0,0,1,0,0,0,0,0,1
15.26331077,22183.52,2,1,1488.81735,0,0,1,1,0,1,0,0,1
8.849884542,42197.88,1,0,1304.571599,0,0,1,1,1,1,1,0,0
13.83450553,14953.78,0,0,1341.595521,1,0,0,1,1,1,1,0,0
10.35503587,8888.06,1,0,1123.503268,0,1,1,1,0,1,0,1,0
8.974055518,21816.78,0,0,2214.953933,0,0,1,0,1,1,1,0,0
9.291799333,12622.46,1,0,732.0802458,0,0,0,0,0,0,0,0,1
6.26674205,49393.59,1,0,1099.763014,1,0,0,0,1,0,1,0,0
11.23258518,21812.08,1,1,1365.14372,1,0,1,0,1,0,0,1,0
9.046129393,70607.91,3,0,1108.349605,0,0,1,1,1,0,0,1,0
16.23771062,55322.08,1,0,986.7489919,0,0,0,0,0,0,0,1,0
15.54568189,16307.08,1,1,1248.345698,0,0,0,1,0,1,1,0,0
13.47305526,48413.98,0,0,1637.132389,0,0,0,1,0,0,1,0,0
12.75213898,62616.43,1,0,704.224884,0,0,1,0,1,1,0,0,1
11.85413528,149502.87,0,0,1203.486183,0,0,1,1,0,1,1,0,0
10.88292652,30040.32,0,1,1665.50808,0,0,1,0,0,0,1,0,0
10.31760367,24859.24,0,0,484.8207127,0,0,0,0,1,0,0,0,1
8.688254477,69154.47,2,0,1422.716519,0,1,0,0,1,0,1,0,0
12.42061751,77152.84,2,1,1341.412763,0,0,0,0,0,0,0,1,0
18.28180588,38871.97,0,1,2674.084451,0,0,0,0,1,0,0,0,1
13.48138957,11290.67,0,1,1243.061143,0,1,0,0,1,1,1,0,0
9.523802161,24897.26,1,0,1111.571623,0,0,0,1,1,1,0,1,0
13.78001485,9966.89,0,0,1546.673637,0,0,0,1,0,1,0,1,0
10.11260574,42991.1,1,0,834.3144319,0,0,0,0,1,0,0,1,0
7.102593738,39432.05,2,0,1688.039806,0,0,1,0,0,0,0,1,0
5.087255805,25576.73,1,0,1726.803854,0,1,0,1,1,1,0,1,0
6.261594795,48623.32,2,1,717.4300821,0,1,1,0,0,0,0,1,0
5.659084819,19887.32,2,0,1656.731409,0,1,1,0,0,0,0,1,0
12.2679124,30342.56,0,0,1594.963149,0,0,0,0,0,0,0,1,0
2.746480274,61714.39,2,2,1943.112927,0,0,1,0,0,0,0,0,1
7.143133915,44165.21,1,0,913.9626257,1,0,0,0,0,0,1,0,0
6.373342678,33735.54,0,2,1157.286118,0,0,1,0,0,0,0,1,0
10.23339712,46078.58,1,0,1323.979879,0,1,1,0,1,0,1,0,0
8.925221032,34179.49,1,0,2138.939088,1,1,1,1,0,0,0,0,1
11.43541645,22140.16,4,0,445.4856462,0,0,1,0,1,0,0,0,1
12.45079876,34412.53,1,0,2029.97992,0,0,0,0,0,0,1,0,0
9.492638901,72563.64,0,1,1363.832113,0,0,0,1,1,1,0,1,0
7.94076683,93561.74,1,0,942.5247889,1,0,0,1,0,1,0,1,0
8.501483623,5902.12,2,0,1386.523823,0,0,0,1,1,1,1,0,0
9.396558793,22139.63,1,0,1526.533644,0,0,1,1,1,1,0,0,1
9.477521787,21394.21,0,0,1064.888301,0,1,0,0,1,0,1,0,0
9.171665689,9336.88,0,0,1025.864383,0,1,0,1,0,0,0,1,0
7.423334085,15694.8,1,0,1561.767949,0,0,0,0,0,0,0,1,0
16.72529341,5984.94,1,0,1257.52308,1,0,1,0,1,1,1,0,0
9.203214554,37911.51,1,1,253.7938252,0,1,1,0,0,0,0,1,0
12.04554874,52766.63,2,0,1138.251038,0,0,0,0,1,1,1,0,0
7.61600943,19826.08,0,0,644.5909961,0,0,1,0,1,1,0,0,1
17.94420077,41397.45,0,1,507.8003206,1,0,0,1,0,1,0,1,0
14.39528085,18426.49,1,1,278.350323,1,0,0,0,0,0,0,1,0
8.929622575,47034.88,1,0,1711.161405,0,0,0,0,1,0,1,0,0
12.03362399,33691.63,1,0,1234.871994,1,0,0,0,1,0,0,1,0
11.90156254,39683.73,0,0,1069.400199,0,0,1,0,1,1,0,1,0
9.184449781,121849.0,0,0,1930.538667,0,0,1,1,1,0,0,1,0
11.41399094,10457.26,1,0,1538.239707,0,0,0,1,0,0,0,1,0
8.985947449,8515.02,0,0,1357.774068,0,0,0,1,0,1,0,1,0
9.74065027,7524.77,3,0,1773.915003,0,0,0,1,1,1,1,0,0
7.943538816,44086.35,1,0,1940.626426,1,1,0,1,1,1,0,0,1
8.745070841,28776.49,0,0,1819.555319,0,0,0,0,1,0,1,0,0
10.63592827,42065.56,0,0,693.1317301,0,0,1,1,0,1,0,1,0
11.62131427,23624.95,0,0,1297.983536,0,0,0,1,1,1,1,0,0
2.533696725,29803.77,1,0,988.3956919,0,1,0,0,1,0,1,0,0
10.80481174,33394.07,3,0,1162.715411,0,1,1,1,0,0,0,1,0
8.111219363,27294.82,2,0,465.2586783,0,0,0,0,0,0,0,1,0
10.09976546,16232.47,0,1,742.9131016,1,1,0,0,1,0,0,1,0
11.92666547,11087.89,0,0,560.8498056,0,0,0,1,0,0,0,1,0
8.049521055,22173.37,1,0,1324.200333,0,1,0,0,0,0,0,1,0
6.572112158,28822.56,0,1,718.7685676,0,0,0,0,0,1,1,0,0
13.75238289,20827.61,0,1,895.2266874,0,0,1,1,1,1,0,1,0
7.637367057,17982.42,1,0,418.3354904,0,1,1,0,1,1,0,0,1
6.658362671,70493.36,1,0,1926.295645,0,1,0,1,0,1,0,0,1
3.849382458,17236.27,2,1,580.4609705,0,1,1,0,1,0,0,1,0
8.913392702,51266.47,1,0,1612.238384,0,0,0,1,1,1,0,1,0
11.91525643,7086.19,2,1,1068.30748,1,0,1,0,0,1,0,1,0
7.570554898,10192.86,0,0,2359.530807,0,0,1,1,0,0,0,1,0
10.1263974,24260.11,1,0,1177.455135,1,0,0,0,0,0,1,0,0
9.799122634,26169.39,1,0,628.7420412,0,1,0,0,1,0,0,1,0
18.0799042,36637.4,1,0,619.3340158,1,0,0,0,1,1,0,1,0
11.24745547,59689.49,1,0,1534.097093,1,0,1,0,0,0,1,0,0
11.15167976,28528.32,1,0,1289.416735,1,0,0,1,1,1,0,1,0
10.3868905,13389.11,0,0,1380.893387,0,0,1,0,1,0,0,0,1
10.29101591,14075.36,1,1,1359.631961,0,1,1,1,0,1,0,1,0
9.20355866,57821.02,2,0,1116.314298,0,1,0,0,1,0,0,1,0
10.58941533,49781.85,1,0,859.8649518,0,0,1,0,0,0,0,0,1
15.40380196,65095.99,0,0,788.6164497,0,0,0,0,0,0,0,1,0
6.172326327,87367.88,0,0,2113.787891,0,1,0,1,1,1,1,0,0
8.983435185,8253.96,0,0,718.4643309,0,1,1,0,1,1,0,0,1
11.41922534,26404.76,0,0,2764.347068,0,1,1,1,0,0,1,0,0
3.19378035,73656.97,1,0,1145.807042,0,0,1,1,0,0,1,0,0
13.03421755,36461.2,3,1,1317.69652,0,0,1,0,1,0,1,0,0
9.622553575,49518.71,2,1,1526.143641,0,1,1,0,0,0,1,0,0
10.90971891,40189.23,1,0,919.2556886,1,0,1,1,1,1,0,0,1
7.493478513,10934.28,0,0,1264.332813,0,0,0,0,1,1,0,0,1
10.07234257,16073.46,0,1,1087.336893,0,0,1,0,0,1,0,1,0
5.980381113,21317.81,0,0,996.4395858,0,0,1,0,1,0,0,1,0
10.31682421,14007.48,0,0,1177.993259,0,0,0,0,1,0,0,1,0
6.842059381,52634.87,1,0,723.0321035,1,0,0,1,0,0,0,1,0
14.03130715,18384.77,0,0,629.4411174,0,0,1,0,0,0,0,1,0
8.051881131,57881.2,1,2,389.1228621,1,0,1,0,0,0,0,0,1
9.963528605,47737.22,0,0,2425.22825,0,0,0,1,0,0,1,0,0
8.911535445,23041.14,0,0,778.2707384,0,1,0,1,1,1,0,0,1
11.85313615,38529.53,4,1,1242.543701,0,0,0,1,1,1,0,1,0
10.22159613,79304.79,3,0,1507.329753,0,0,0,1,1,1,0,0,1
6.335681954,9088.08,1,0,871.1409059,0,0,0,1,1,1,0,0,1
8.948441696,108698.71,0,0,1267.06092,0,1,1,0,0,0,0,0,1
9.170276294,23424.87,0,0,1970.80666,0,0,1,1,1,1,0,0,1
9.231958141,57380.34,1,1,2025.927893,0,0,1,0,1,1,1,0,0
12.3404636,80269.13,0,0,2332.190421,0,1,1,1,0,1,1,0,0
12.55644716,13862.09,1,0,966.6292325,0,0,1,0,1,0,0,1,0
11.43130499,23946.97,0,0,1233.819233,0,1,0,1,0,1,0,1,0
3.258152314,14236.42,0,0,351.7314539,0,0,1,0,0,0,0,0,1
8.127926454,79322.08,0,0,819.3644961,1,1,0,1,0,1,0,0,1
12.6218555,55160.57,1,1,760.1061976,0,1,1,0,1,0,0,1,0
2.737192144,19676.77,0,0,1043.299446,0,0,0,1,1,1,0,0,1
10.93132736,37639.9,0,0,667.4764252,1,0,0,0,0,0,0,1,0
10.57898048,34871.44,1,3,1313.42902,0,0,1,1,0,0,1,0,0
14.08561195,8543.01,0,0,1204.745285,0,1,1,1,0,1,0,1,0
7.583881177,80127.15,0,0,1630.52375,0,1,0,0,1,0,0,1,0
3.500092565,30976.34,1,0,515.5449981,0,1,0,1,0,1,0,1,0
11.07379392,45412.84,2,0,1090.460081,0,0,0,0,1,0,0,1,0
10.6510171,42526.92,0,1,1465.984907,0,1,0,1,0,1,0,0,1
8.877390965,9041.08,1,2,1018.373473,0,0,0,0,1,0,0,1,0
10.64177468,46714.82,1,2,962.0380085,0,1,1,0,0,0,1,0,0
6.863563999,9703.25,2,0,426.0222677,1,0,1,0,0,0,0,1,0
10.89909265,21409.33,1,0,1737.873621,0,0,1,0,0,0,1,0,0
9.013658897,34722.76,0,1,1039.74162,0,0,0,1,0,1,0,1,0
7.163430764,24686.12,1,0,1454.360571,0,0,1,0,1,1,1,0,0
10.50347629,4813.52,1,1,306.0664281,0,0,1,0,0,0,0,1,0
14.89095018,30334.52,1,0,636.8514545,0,0,0,1,0,1,0,0,1
5.34790696,15660.93,1,0,1440.784345,0,0,1,0,0,0,0,1,0
10.33803214,47169.83,1,0,1274.602374,1,0,0,1,1,1,1,0,0
10.43623772,73601.3,0,1,749.2520943,0,1,0,0,0,0,0,1,0
7.738684002,15728.61,1,0,1647.38223,0,0,1,1,0,0,1,0,0
10.84469394,20802.1,0,0,1503.937766,0,0,0,1,1,1,0,1,0
11.30937212,18570.48,0,0,901.8793581,1,0,0,1,0,0,1,0,0
9.39206185,61106.43,3,1,691.4493988,0,0,1,0,1,0,0,0,1
5.259228749,65891.79,1,0,1608.852045,0,1,0,1,1,1,1,0,0
12.54222267,59532.0,0,0,2867.22601,0,1,1,1,1,1,1,0,0
5.149963811,30756.94,0,0,1265.78479,1,1,0,1,0,0,0,1,0
12.73517485,63134.48,1,1,952.3729916,0,0,1,0,1,0,0,1,0
6.683151371,18470.04,3,1,2154.298838,0,0,0,1,0,0,0,1,0
17.11399723,23711.3,2,0,1435.783347,0,0,0,1,1,1,1,0,0
5.55213244,16425.42,0,0,1784.584135,1,1,0,0,0,0,1,0,0
9.368606843,25044.85,0,1,785.5416603,0,0,0,1,1,1,0,1,0
11.33498823,46120.62,1,1,1014.075999,0,0,1,1,1,1,0,1,0
8.78020639,80667.11,1,1,1331.25339,0,0,0,0,0,0,0,0,1
14.75151191,14970.89,0,0,2283.190011,0,1,0,0,0,0,1,0,0
8.560005549,24059.17,1,0,1040.342682,0,0,1,1,1,0,0,1,0
10.58651971,13157.91,0,1,1385.152156,0,0,1,1,0,1,0,0,1
9.885701354,82960.42,0,1,618.4967851,1,1,1,0,0,0,0,0,1
12.61644158,118120.16,0,0,2054.101088,1,1,1,1,0,0,1,0,0
13.98169147,3949.33,0,0,631.4316327,1,1,0,0,0,0,0,0,1
6.312280543,20881.22,0,1,933.4257317,0,1,0,0,1,0,0,1,0
6.977990294,9514.35,0,0,772.3133729,0,0,0,1,0,0,0,0,1
9.903990927,26268.58,0,1,1828.057047,0,1,1,0,1,0,1,0,0
8.901128259,21000.61,1,0,1123.759368,0,1,1,0,1,1,0,1,0
11.53924648,45664.79,1,0,464.4748418,1,1,1,1,0,1,0,1,0
9.403210739,79393.63,1,0,1417.801952,0,1,1,1,1,1,1,0,0
8.92613185,116572.8,0,3,1146.616856,0,0,0,0,1,0,0,1,0
12.84779981,27380.15,2,1,2692.885423,0,0,1,1,1,1,0,0,1
12.15570061,78177.94,1,0,2217.734847,0,0,0,0,1,0,1,0,0
8.730183974,79775.67,3,0,1262.531104,0,0,0,0,0,1,1,0,0
13.47526316,100437.39,2,0,1919.490397,0,0,1,0,1,0,0,1,0
13.55747919,9267.97,0,0,1970.26742,0,0,1,1,1,0,1,0,0
11.73060772,47502.66,0,1,1279.856552,0,1,1,1,1,1,1,0,0
9.927146707,94903.08,1,0,1299.5973,0,0,0,0,0,0,0,1,0
15.04128691,83382.41,2,0,781.9302227,0,0,0,1,0,0,0,1,0
9.142773531,11464.33,1,0,2056.185889,1,1,0,1,1,1,1,0,0
11.79444395,52050.69,1,0,1615.418802,0,0,1,1,1,1,0,1,0
14.03281402,29720.95,0,0,840.5098283,0,1,1,0,1,0,0,0,1
8.653938933,30106.96,0,0,2118.488416,0,0,1,0,1,0,0,1,0
12.35416052,61967.75,0,0,1328.734281,0,0,0,1,0,0,0,1,0
8.044259405,18571.0,2,1,782.9998382,0,0,0,0,1,0,0,1,0
9.306477855,51397.01,2,1,1540.140383,0,0,1,1,1,1,1,0,0
12.02079888,117333.44,1,0,785.4118808,1,0,0,0,0,1,0,1,0
8.301200914,11999.43,0,0,1136.55652,0,0,1,1,0,0,0,0,1
11.71398312,30088.13,0,1,933.8036457,0,0,0,0,1,1,0,1,0
10.9085806,34415.0,1,0,673.9015902,0,0,1,1,1,1,0,0,1
10.04784815,82080.92,2,0,2271.84102,0,0,1,1,1,1,1,0,0
8.034185681,102905.68,0,1,316.7739538,0,0,1,0,0,0,0,1,0
2.292587755,16337.64,0,0,1088.89675,0,1,0,1,0,1,1,0,0
13.03933816,6959.92,0,1,640.9334119,0,0,0,0,0,0,0,0,1
9.999338434,106581.92,1,1,1845.259523,0,0,1,0,1,0,0,1,0
9.588349767,35504.27,1,0,1420.927135,0,0,1,0,0,0,1,0,0
9.96958238,1277.42,0,0,1312.700259,0,1,1,1,0,0,0,0,1
7.560275883,15045.78,1,1,1632.365102,0,0,0,1,1,1,0,1,0
7.372127002,78085.72,0,0,913.9152886,0,0,0,0,0,1,1,0,0
9.032429129,44287.84,3,2,2273.781965,0,1,1,0,1,0,0,1,0
6.666141762,44057.85,1,0,1185.892988,0,0,0,1,1,0,0,1,0
12.2507651,25048.77,0,0,1890.640168,0,0,0,1,1,1,0,1,0
11.51744058,56537.88,2,1,1659.769248,0,0,1,1,0,1,1,0,0
12.92843595,21058.64,0,0,1143.017435,0,0,1,0,0,0,0,0,1
12.35525457,63304.25,1,0,855.939459,1,0,0,0,1,0,0,0,1
11.54247891,37130.15,2,0,780.2278932,0,1,0,1,0,0,0,0,1
6.832060399,38369.68,4,0,1593.466069,0,1,0,0,1,0,0,0,1
14.4845473,20283.95,1,2,1071.920592,1,1,1,0,0,0,1,0,0
6.159072244,23703.95,1,0,644.1045211,0,1,0,0,1,1,0,0,1
13.03330701,47658.67,0,0,971.7404705,1,1,1,1,0,1,0,1,0
13.78711309,49750.1,2,0,1039.67302,0,0,0,1,0,0,0,1,0
13.22904885,31203.12,1,0,1381.481321,0,0,0,1,1,1,0,1,0
10.38784781,33458.05,1,2,522.4564791,0,1,0,1,0,1,0,1,0
13.34762525,20719.7,0,2,1284.691556,0,1,0,0,0,0,1,0,0
9.296558028,39225.15,2,0,703.8007764,0,0,0,0,0,0,0,1,0
6.736876666,32659.08,1,0,1544.501137,1,0,1,1,0,0,0,1,0
8.792014962,13870.96,1,0,1896.10656,0,1,0,1,1,1,0,1,0
8.190421561,21101.14,0,1,1991.187997,0,1,0,1,1,1,0,0,1
5.271292905,49065.88,1,1,2081.752385,0,1,1,1,1,1,1,0,0
7.033849177,18081.88,2,1,2115.879744,0,1,1,1,1,1,0,1,0
3.423741645,45101.92,2,1,1357.285615,0,1,0,0,0,0,1,0,0
13.24531173,30450.19,2,0,1308.999159,0,0,0,0,1,1,1,0,0
9.892901128,54750.08,0,1,1319.229599,0,1,1,1,1,1,0,1,0
8.278493187,24095.07,1,0,991.3985734,0,0,1,1,0,1,0,1,0
13.34913229,53817.02,1,0,310.1585772,0,0,1,1,0,1,0,1,0
7.83125489,20733.74,0,0,1254.943448,0,0,1,0,1,1,1,0,0
10.45355154,36790.23,0,0,1411.150345,0,0,0,1,1,1,0,1,0
5.80921457,35949.37,0,0,2446.475453,0,0,0,0,0,0,1,0,0
11.41757633,73242.41,0,0,1262.985557,0,0,1,0,1,1,0,0,1
7.819201487,12802.32,1,0,1365.994148,0,1,0,0,0,0,1,0,0
8.088434368,20555.47,0,0,916.7201648,0,0,0,0,0,0,0,1,0
11.05788928,60956.22,0,1,933.01364,1,1,1,1,0,0,0,1,0
10.11721314,27149.34,0,0,609.6168115,0,0,1,0,1,1,0,1,0
11.64173568,19533.5,0,0,1882.951404,0,1,1,0,1,1,1,0,0
10.14600151,102080.72,1,0,1638.383088,1,1,0,0,0,0,1,0,0
11.30992672,30434.99,0,1,1630.020341,0,1,0,0,0,0,0,1,0
6.236748796,10852.14,3,0,1887.699697,0,0,1,1,0,0,1,0,0
7.219910689,52352.24,1,0,897.6280912,0,1,1,1,0,1,0,1,0
8.759756787,57874.62,1,0,297.4433143,0,0,0,0,0,0,0,1,0
14.60495207,54587.66,2,0,1683.078344,0,0,0,1,1,1,1,0,0
14.17602329,14053.15,0,0,1806.970628,1,1,1,0,1,1,1,0,0
8.11725589,51419.56,0,0,1873.00718,0,0,0,0,1,1,0,1,0
12.39190153,20917.65,1,1,444.0474919,1,0,1,1,0,0,0,1,0
10.84404672,48597.98,1,1,859.0587897,1,1,1,1,1,1,0,1,0
7.583070893,34497.95,1,0,2122.146303,0,0,0,1,0,1,1,0,0
11.02448303,19080.13,0,0,2734.384392,0,0,0,1,1,1,1,0,0
8.510124671,21210.4,0,0,1412.478266,0,1,0,0,1,0,1,0,0
14.5077828,22484.19,1,0,408.200312,0,1,1,0,0,0,0,0,1
7.823397558,38028.33,1,1,1344.718981,0,1,0,0,1,1,0,1,0
7.065505359,29940.45,1,0,991.7932314,0,0,1,0,1,1,0,1,0
6.836041233,104519.8,0,1,698.1794441,0,0,0,1,0,1,0,0,1
8.407938599,84597.17,3,2,1266.19109,1,0,0,1,0,0,0,1,0
4.708283677,29579.69,1,0,1204.39272,0,0,1,1,0,1,0,1,0
15.42891992,69222.79,0,1,1607.735971,0,0,0,1,1,1,1,0,0
9.004832636,76046.62,1,0,548.9193645,1,0,1,0,0,0,0,0,1
6.802850752,29759.61,0,1,1827.283455,0,1,1,0,1,0,1,0,0
15.0321318,73746.35,0,0,1103.011016,0,0,0,1,0,0,0,1,0
7.276553998,54109.79,1,0,616.51937,0,0,0,0,1,0,0,1,0
10.5336786,34414.89,1,1,838.173682,0,0,1,1,1,1,0,0,1
12.56737024,5920.06,0,0,1024.224748,0,1,0,1,1,1,0,0,1
10.99110627,46973.08,1,0,2947.224753,1,1,1,0,1,0,1,0,0
11.17549194,165151.02,1,0,1174.414663,1,0,0,1,0,0,1,0,0
11.36888104,5875.01,1,1,1408.424309,0,1,0,0,1,1,1,0,0
14.21094097,84805.71,1,1,1333.444788,0,0,1,0,1,0,0,1,0
10.14631572,14289.15,1,0,2419.797484,0,1,1,0,1,0,0,1,0
7.446156322,2488.36,2,0,1135.519834,0,1,0,1,0,1,1,0,0
10.7481104,10494.28,1,1,980.0465426,0,0,0,1,0,1,0,0,1
11.6424418,15537.16,1,0,1925.341061,0,1,0,1,1,1,1,0,0
12.81300692,40743.83,0,0,1914.400241,0,0,0,0,1,0,0,1,0
6.784802038,63963.83,0,0,481.3363042,0,0,0,0,0,0,0,1,0
6.462473731,78249.99,2,0,1321.712528,0,0,0,1,1,1,0,0,1
9.082948983,43551.35,1,0,901.2877149,0,0,0,1,0,0,1,0,0
8.55142407,48376.42,1,0,2158.332479,1,0,0,1,1,1,1,0,0
8.943037777,57730.91,1,0,720.6019295,0,0,0,0,0,0,1,0,0
6.3246769,30861.42,0,1,1727.703167,0,1,1,0,1,1,0,0,1
12.55061484,51510.02,0,2,2196.151925,0,1,1,1,1,1,0,1,0
11.14280011,7833.53,2,0,1207.144714,0,0,0,1,1,1,0,1,0
10.58657312,29709.19,1,0,1364.133317,0,1,0,1,0,1,1,0,0
7.1113897,37041.5,1,0,1461.63461,0,0,1,1,0,1,1,0,0
10.41978703,11638.79,0,0,1750.284767,1,0,1,0,0,0,1,0,0
11.72281518,8523.51,1,0,884.3816817,0,0,1,1,0,0,0,1,0
11.31837362,108059.11,0,1,2729.316361,0,0,0,0,1,0,0,1,0
12.55721923,56096.93,0,0,1606.847228,0,1,1,1,1,0,0,0,1
10.25266403,73422.83,1,0,862.0866469,0,1,0,1,0,1,0,0,1
12.9605554,66702.94,1,0,2072.561109,1,0,1,1,1,1,0,0,1
7.789802026,37670.96,1,0,1608.002659,0,1,0,1,1,1,1,0,0
9.985414526,79432.6,1,0,1054.514104,1,0,1,1,1,1,0,0,1
9.777239043,21786.91,1,0,1150.574869,0,1,0,1,1,1,0,1,0
12.84477246,52189.94,3,0,2137.666732,1,1,1,1,0,0,1,0,0
8.965640601,44610.48,0,1,1956.469091,1,0,1,1,0,0,0,1,0
7.587447184,53591.84,1,1,1647.423104,0,0,1,1,1,1,1,0,0
12.57357797,43976.9,1,0,715.1931007,0,0,0,0,0,0,0,1,0
4.843884364,19990.22,2,1,1235.453213,0,0,1,1,1,1,0,0,1
10.38437058,39181.25,0,1,700.0279564,0,0,1,0,1,1,0,0,1
14.67675595,25777.88,2,0,769.7818684,0,0,1,1,1,1,0,1,0
9.8699522,59418.66,0,0,1283.103476,0,1,1,1,0,1,1,0,0
16.75470959,38306.27,0,0,1897.050575,0,0,1,1,0,1,1,0,0
8.763640466,34393.76,2,0,2299.047664,0,1,0,1,1,0,0,1,0
12.1859369,37526.82,1,0,1018.848617,0,1,0,1,1,1,0,0,1
8.242312444,3050.98,2,0,1712.040252,0,1,0,0,1,0,0,1,0
9.217002771,6284.19,0,0,1777.880577,0,0,0,0,0,0,1,0,0
9.75859429,53247.58,0,1,871.6644442,0,1,0,1,0,1,1,0,0
11.34236064,25019.9,0,0,1782.747566,0,1,1,0,1,1,0,1,0
9.415068375,16301.48,1,1,242.9947554,0,0,0,0,0,0,0,1,0
10.65731963,12134.83,0,1,1505.903299,0,1,0,0,0,0,0,1,0
7.011648779,32396.94,1,0,380.7222437,0,1,0,1,0,0,0,1,0
8.349506731,88000.08,2,0,1064.629876,0,0,1,0,0,1,1,0,0
9.299310376,18406.73,2,0,850.5053759,0,0,1,0,1,1,0,0,1
12.84944852,7655.2,1,0,764.3624669,0,0,0,1,1,1,0,1,0
5.430446293,32102.68,1,0,1228.537824,0,0,0,0,1,0,0,0,1
11.15775194,49545.55,0,1,1197.086571,0,0,0,0,1,0,0,1,0
8.127707725,77423.32,1,0,1984.668288,1,1,0,1,1,1,0,1,0
9.910027332,27690.11,1,0,2954.525101,0,0,1,1,1,1,1,0,0
13.29565706,27219.87,0,0,703.2651223,0,0,0,1,0,0,0,0,1
14.05990229,21739.61,1,0,1745.431051,0,0,0,1,1,1,1,0,0
17.60288873,32951.46,0,1,2900.101871,1,1,1,1,1,1,1,0,0
15.36169948,19832.1,1,0,1572.393016,0,0,1,1,1,1,0,1,0
10.89022868,8979.6,1,0,968.8971697,1,0,1,0,0,0,0,1,0
12.65695134,47618.81,1,0,1239.519501,0,1,0,0,0,0,1,0,0
14.74975124,40031.03,2,0,479.0156739,0,1,0,1,0,0,0,0,1
6.823241689,74023.61,3,1,1257.485285,0,1,0,0,1,1,0,1,0
11.20443812,9134.48,2,0,2109.348841,0,0,1,1,1,1,0,0,1
9.386659049,22354.1,0,1,1332.641107,0,0,1,1,1,1,0,0,1
8.244134358,12146.64,0,1,386.8447822,0,0,0,0,0,0,0,1,0
10.73059843,3730.38,1,0,1338.247732,0,1,1,1,1,1,1,0,0
7.415363166,56143.59,0,0,509.6727126,0,0,1,1,0,1,0,1,0
8.735591454,22812.0,2,1,1044.435554,0,0,0,1,1,1,0,0,1
7.781912069,12908.78,2,0,1467.981883,0,1,0,1,1,1,1,0,0
10.0345016,18189.38,0,2,971.697137,0,0,1,1,0,1,1,0,0
8.247672688,61039.69,1,1,695.6222319,0,0,0,1,1,1,0,1,0
13.82901227,60671.21,0,1,1716.011284,0,1,0,1,0,0,1,0,0
13.62442766,21393.98,1,0,2811.648182,0,1,0,0,1,0,1,0,0
12.48448983,31369.76,0,1,2363.604752,0,0,0,1,1,1,1,0,0
9.961483356,37741.16,1,0,2156.405261,0,0,0,0,0,0,1,0,0
12.65398405,27353.22,0,0,2586.074672,0,0,0,0,1,0,1,0,0
6.672058888,20872.03,2,0,1241.342647,0,0,1,1,1,1,0,1,0
9.246170832,87308.01,1,0,1062.905651,0,1,1,0,0,0,0,1,0
8.294166484,37198.61,0,0,1713.700682,1,0,0,1,1,1,1,0,0
12.17182137,28837.52,1,0,700.6270933,0,1,1,0,0,0,1,0,0
4.586984142,48675.51,0,0,1303.670531,0,1,0,1,0,1,0,0,1
8.120857113,53420.34,0,1,1119.209685,0,1,0,0,0,0,0,1,0
11.19592754,26175.68,0,0,1496.482536,0,0,0,1,0,1,1,0,0
10.2831545,84232.11,1,1,985.6286855,0,0,1,0,0,0,0,1,0
11.64845286,23660.7,1,1,1329.24842,0,0,0,1,1,1,0,1,0
11.77757836,45404.63,1,1,694.7582953,0,0,0,1,0,0,0,1,0
10.72904959,5418.19,0,1,1313.686109,0,0,1,1,1,1,0,0,1
12.20196178,25428.86,0,0,529.9370637,0,1,1,0,0,0,0,0,1
9.024293001,21087.24,0,1,404.9361415,0,0,0,1,0,1,0,1,0
13.0338523,36174.84,2,0,995.3392925,0,0,0,0,1,0,0,0,1
7.456656063,21795.9,1,1,1780.064534,0,0,0,1,1,0,0,0,1
13.7342759,47285.08,1,0,1559.323963,0,1,0,0,0,0,1,0,0
9.929214278,45429.68,1,0,1549.802896,0,0,0,0,0,0,0,1,0
9.116878941,12234.89,1,1,790.6280344,0,0,0,0,0,0,0,1,0
11.10048066,46705.86,2,0,1040.400476,0,0,1,0,0,0,0,0,1
5.953348075,11523.97,0,0,847.1259509,0,0,0,0,0,1,1,0,0
7.519178592,19534.42,1,1,1234.044483,1,1,1,1,0,0,0,1,0
