Outage_sec_perweek,Income,Contacts,Yearly_equip_failure,Bandwidth_GB_Year,DummyTechie,DummyOnlineSecurity,DummyPort_modem,DummyStreamingMovies,DummyStreamingTV,InternetService_DSL,InternetService_Fiber Optic,InternetService_NoInternet
9.30836,28434.15,0,0,4762.552792,0,0,1,0,1,1,0,0
7.415363166,56143.59,0,0,509.6727126,0,0,1,1,0,0,1,0
11.26004,34547.55,0,1,987.7767172,0,0,1,0,0,1,0,0
9.699996141,97592.52,0,0,1553.013845,1,1,0,0,1,0,1,0
10.38714,80447.93,2,0,5717.977095,1,0,1,0,0,0,1,0
12.87227,29987.1,0,1,5858.143246,0,1,0,1,0,0,1,0
10.10656,46121.72,1,0,2215.644479,1,0,1,1,1,0,1,0
9.969188,74771.86,0,1,5834.963129,0,0,0,0,0,0,1,0
7.071665,28226.03,2,0,4923.409973,0,0,0,1,0,0,1,0
11.09081,50161.62,1,0,1430.966496,0,1,1,0,1,0,0,1
7.083133504,54561.94,0,0,615.1161821,1,0,0,0,1,0,0,1
8.733741,13210.96,1,0,2004.460047,0,0,1,0,0,0,1,0
9.099766,36374.44,2,0,6187.029956,0,1,0,1,1,0,1,0
13.65079,38157.06,1,0,6431.886281,0,0,0,1,1,0,1,0
15.40917963,36342.31,2,0,882.1160656,0,0,0,0,1,0,1,0
6.860771245,24903.99,0,0,1299.066214,0,0,1,0,0,0,0,1
2.017746,15468.51,0,0,1583.398883,0,1,0,0,0,1,0,0
5.82842,9245.78,0,1,5236.791874,0,0,0,0,0,0,1,0
9.233939,27535.44,1,0,6171.559833,0,0,0,1,1,0,1,0
11.43391,15208.9,1,2,5104.605923,0,1,1,0,1,0,1,0
8.815017,61970.01,0,0,773.2252534,0,1,0,0,0,1,0,0
9.424686492,78272.96,0,0,1007.289786,0,1,1,0,1,0,0,1
13.23763,21909.54,2,1,1054.031935,0,0,1,0,0,0,1,0
13.09283,34995.55,1,2,5292.78252,0,0,0,1,1,0,1,0
7.532241,84293.71,0,1,6305.471651,0,0,0,1,1,0,0,1
12.15570061,78177.94,1,0,2217.734847,0,0,0,0,1,1,0,0
13.52535,35587.78,0,0,1244.139414,0,0,1,1,1,1,0,0
5.233119,68457.74,1,1,5156.532721,0,1,1,1,1,0,1,0
9.39927,33999.88,0,1,4620.499985,1,1,1,0,0,0,1,0
9.89274,54388.32,2,0,6176.901388,1,0,0,0,1,0,1,0
5.93299,13476.42,0,0,983.1469135,1,0,0,0,0,1,0,0
7.611287,16514.35,1,0,1901.748017,0,1,0,1,0,1,0,0
8.786155,46502.45,2,0,6534.959838,0,0,0,1,1,0,1,0
9.62737,23707.83,3,0,1589.194648,0,1,1,1,1,0,1,0
12.12404,58187.04,0,0,1377.652033,0,0,0,0,0,1,0,0
4.445847,24689.6,0,0,5720.467652,0,0,1,0,0,0,0,1
6.752764,12883.78,1,0,5088.824488,0,0,0,0,0,1,0,0
7.886543,67789.18,1,1,5328.678277,0,1,0,0,0,0,1,0
10.06866,22293.87,0,0,4881.833739,0,0,1,1,0,0,1,0
9.651896,29044.8,0,0,752.2906635,0,0,1,1,0,0,1,0
12.65954,75249.62,2,1,4157.920412,0,1,0,0,0,1,0,0
10.55807,55580.57,0,0,4148.090988,0,0,1,0,0,0,1,0
13.14201,41695.97,1,0,5504.260765,0,0,0,0,0,1,0,0
7.364702,1193.66,1,0,2422.231415,0,1,0,0,1,0,1,0
5.982841,83983.27,0,1,3784.965371,1,0,0,1,1,0,0,1
12.63643487,13612.16,0,0,2301.850721,0,1,0,1,1,0,0,1
10.82436,22985.19,1,0,1768.733372,0,0,0,0,1,1,0,0
8.866215,4222.75,0,1,5735.541215,0,0,0,1,0,1,0,0
15.0905113,70806.33,0,0,1200.853937,0,1,1,0,1,0,0,1
12.97013,13543.51,1,0,5976.68996,0,0,1,0,1,0,1,0
9.531063533,75458.79,1,0,1446.203986,0,1,1,0,0,0,1,0
8.619073,17176.57,2,0,939.4887657,0,1,0,0,0,0,1,0
7.98755916,6274.49,0,2,474.5558784,1,0,1,1,0,0,0,1
7.529241,54211.72,0,1,5760.908084,0,0,1,0,1,0,1,0
10.81443,23511.16,0,0,4132.581901,0,0,0,0,0,0,0,1
8.334967001,9964.37,1,0,2422.117328,0,0,0,1,1,0,0,1
2.475863,135891.8,1,0,5017.361668,0,0,0,0,0,1,0,0
8.914901,65841.25,1,0,4956.725532,0,0,0,1,1,0,1,0
9.93131,41158.63,0,1,1691.734997,0,0,1,0,0,1,0,0
15.91261,42608.15,1,1,6592.008568,0,1,0,0,0,1,0,0
9.865503,25922.49,0,1,5849.296401,1,0,1,0,0,1,0,0
9.027027,41522.19,0,0,5084.877488,0,0,1,0,1,0,1,0
11.43176,18620.96,1,0,5852.816544,1,0,0,1,0,0,1,0
10.78887,20882.6,0,0,5116.646122,0,1,1,0,1,0,0,1
13.62664,58836.68,0,1,1277.067543,1,0,1,1,1,0,0,1
9.108418,13638.96,1,0,1322.429941,0,1,1,0,1,1,0,0
5.147124,60271.58,2,0,1151.98874,0,0,0,0,1,1,0,0
10.96828,43152.51,1,0,6315.438306,0,1,0,0,0,1,0,0
3.786724,33311.0,2,0,5527.078856,0,0,0,0,1,0,0,1
4.192635,33016.71,0,0,4399.187338,0,0,1,0,0,0,1,0
9.290332689,58384.68,1,0,500.7187258,0,1,1,1,0,0,1,0
2.865785,79331.78,1,2,6451.51695,0,1,0,0,1,1,0,0
9.190582,57067.4,1,0,6857.221544,0,1,1,1,1,1,0,0
11.35287,5782.82,0,1,2296.853164,1,1,1,0,1,1,0,0
7.231659,51095.47,2,1,5954.856404,0,0,1,1,0,1,0,0
9.869142,10843.0,1,0,6228.991967,0,1,0,1,0,1,0,0
10.7853,83651.89,0,0,5012.14381,0,0,0,0,1,1,0,0
6.942719201,15841.19,1,1,2481.385603,0,0,1,0,0,1,0,0
8.21878,12587.71,1,0,5579.15458,0,1,1,0,1,1,0,0
10.26872,27290.36,1,0,1289.426725,0,0,0,1,0,0,1,0
13.19842,83600.69,0,0,5034.929065,0,1,1,1,0,0,1,0
8.227196,49166.12,1,1,2083.424243,0,0,0,1,1,0,0,1
6.780313334,67100.14,0,0,441.5863902,1,0,1,0,0,0,1,0
4.332488,32596.51,1,0,5929.34648,0,0,1,0,0,1,0,0
7.072618,24026.7,1,0,5319.773541,1,1,0,0,1,0,1,0
11.5956,13813.36,1,0,1268.042248,0,1,0,1,0,1,0,0
12.39355,22016.87,2,0,5622.295605,0,1,0,1,1,0,0,1
9.023573,43426.86,3,0,1276.752415,0,1,0,1,0,0,1,0
9.716777,52918.39,1,0,1859.777405,0,1,1,0,0,0,0,1
10.37611,14009.63,0,0,5725.421883,0,0,0,1,0,1,0,0
7.595239,12344.99,1,0,5739.929828,0,0,1,0,0,0,1,0
14.58326,21357.71,3,1,5475.229519,0,0,0,1,0,0,1,0
3.719308,33004.01,4,0,1194.31166,0,0,0,1,1,0,0,1
12.6218555,55160.57,1,1,760.1061976,0,1,1,0,1,0,1,0
10.04183,18046.41,1,0,688.2220572,0,1,1,1,0,0,0,1
9.862233728,45427.24,1,1,868.469474,0,0,1,0,0,1,0,0
14.17602329,14053.15,0,0,1806.970628,1,1,1,0,1,1,0,0
10.71615894,29853.08,1,0,600.0687482,0,1,1,0,0,0,1,0
5.932274,52558.45,0,0,2483.369395,0,0,1,1,1,0,0,1
10.24782033,49158.49,1,0,1886.531937,0,0,0,1,0,0,1,0
8.487369,7670.8,3,0,5803.991214,0,1,0,1,0,0,0,1
12.07226102,26005.77,1,0,2346.143947,0,1,1,1,0,0,1,0
12.48017,25231.4,1,0,978.0906718,0,0,1,1,1,0,0,1
5.566881,18677.06,0,0,542.7248776,0,0,1,0,1,0,0,1
7.701754,58622.05,2,0,2329.310551,0,0,0,1,0,1,0,0
8.549581,19345.8,4,0,6196.873658,0,0,0,1,1,0,1,0
8.610443,38178.91,2,1,780.0022534,0,0,0,0,1,0,1,0
9.005111,8351.9,3,1,6108.046116,0,0,1,1,0,0,1,0
7.534976,44990.6,1,1,6296.461831,0,1,0,1,0,0,1,0
10.99234942,80892.92,0,0,1281.533791,0,0,0,0,0,1,0,0
10.02203,21308.46,2,0,1628.925715,0,0,0,0,0,1,0,0
13.65911,9802.53,0,0,5909.336061,0,1,0,0,1,0,1,0
11.41157,10878.07,1,1,4974.094369,0,1,1,0,1,0,1,0
5.414347,11047.8,1,0,868.7530886,1,1,0,0,0,1,0,0
11.42202,58173.04,1,0,6303.172568,0,1,1,1,1,0,1,0
5.710563,12588.75,1,1,992.4933978,0,1,0,1,0,0,0,1
12.44948,16161.27,0,0,619.2614035,0,0,0,1,0,0,1,0
15.05112,25785.57,1,1,5989.870888,0,0,1,0,0,0,0,1
14.07608,11720.53,1,0,3185.817507,0,0,1,0,0,0,0,1
10.78909418,18651.96,1,1,1924.903884,0,0,1,0,1,0,1,0
9.111045,48000.03,0,0,4366.897142,0,0,1,0,1,0,1,0
6.115623,19659.9,0,1,4907.861735,0,0,0,0,1,0,0,1
6.194985909,10964.73,0,1,1007.425553,0,0,1,1,1,0,1,0
7.956304,41699.57,1,0,4741.134235,0,0,1,0,0,1,0,0
11.08855,28468.2,2,2,634.6695443,0,0,0,0,1,0,1,0
8.844759,106700.6,2,1,5757.753614,0,0,1,0,0,0,0,1
8.688645,19623.2,4,0,1042.770459,0,0,0,0,0,0,1,0
8.578558,26594.83,3,0,2206.253895,0,0,0,1,0,1,0,0
9.74065027,7524.77,3,0,1773.915003,0,0,0,1,1,1,0,0
10.28962,47077.88,1,1,6284.948965,0,1,1,1,1,1,0,0
10.10886,20465.98,1,1,825.6485531,0,0,0,1,0,0,0,1
13.24531173,30450.19,2,0,1308.999159,0,0,0,0,1,1,0,0
6.537182,68899.06,3,0,5764.291132,0,1,0,0,0,0,1,0
6.229402,12515.49,2,2,5837.413915,0,0,0,1,1,0,1,0
8.923752,82784.14,0,0,5753.824737,0,0,0,0,0,0,1,0
3.948332,14677.91,2,3,5152.134556,0,0,0,0,1,0,1,0
9.883677574,5850.56,1,0,1503.682743,0,0,0,1,0,1,0,0
8.101706,28492.27,1,0,5233.838265,0,0,0,0,0,1,0,0
4.698609875,81413.71,0,0,1222.291008,0,0,1,0,0,0,1,0
8.031817,11472.98,1,0,5748.620529,0,1,0,0,1,0,1,0
12.19485,108805.1,1,2,4774.105626,0,1,0,1,1,0,0,1
7.009982,20014.25,2,1,6463.270745,0,0,1,0,1,1,0,0
8.913392702,51266.47,1,0,1612.238384,0,0,0,1,1,0,1,0
13.00084,62968.8,1,0,1482.762683,0,1,1,0,1,1,0,0
12.38875,39983.19,4,0,874.8586177,0,1,1,0,0,0,1,0
9.726798,56488.39,0,0,881.9915619,0,1,0,1,1,0,1,0
12.00279,15088.76,0,0,4946.194597,1,0,0,0,1,0,0,1
14.3374,17274.61,2,1,1249.287563,0,0,1,0,1,1,0,0
9.489342,10046.87,1,1,827.2524803,0,1,1,1,0,0,1,0
5.272185,46431.14,0,0,1406.140722,0,0,1,1,0,1,0,0
9.441469,58813.9,2,0,5089.022874,0,0,1,0,0,1,0,0
6.51399,58912.81,1,1,2000.801151,0,1,0,0,1,0,0,1
14.79074,39434.88,0,0,1206.792948,0,0,0,1,1,0,1,0
11.46370907,34407.99,0,0,1712.794495,1,1,1,1,1,0,1,0
13.28231537,23194.97,3,0,2207.767111,0,0,1,1,1,1,0,0
13.63887,103098.0,3,0,5092.941424,0,0,1,0,0,0,1,0
9.483539,55327.65,0,0,6243.093544,0,0,0,0,0,1,0,0
12.75213898,62616.43,1,0,704.224884,0,0,1,0,1,0,0,1
8.639261,43104.69,0,0,4636.850137,1,0,0,0,0,1,0,0
7.87678,105644.8,2,0,4622.488998,0,0,1,0,0,0,1,0
8.059319,45278.46,0,1,4798.084751,0,0,1,1,1,1,0,0
8.255565152,24090.62,0,0,2016.710031,0,0,1,1,0,0,1,0
8.49151,49730.51,0,0,5655.227579,0,0,0,1,1,1,0,0
9.519732,40071.46,0,1,5586.760819,0,0,0,1,0,1,0,0
6.188606,89310.12,0,1,4805.808191,0,0,0,0,0,0,1,0
8.080637,14233.75,4,1,1099.38854,0,0,0,1,0,0,0,1
7.395776,28304.56,0,2,6104.271738,0,1,0,0,0,1,0,0
9.913697,57260.25,1,0,1145.212837,0,1,1,1,0,0,1,0
10.40664,36196.63,0,0,6468.116177,0,1,1,1,0,1,0,0
9.128286,68426.04,2,0,2509.367174,0,1,0,1,1,1,0,0
12.06638,27755.77,1,0,1868.995632,1,0,0,1,1,0,1,0
10.1755,54859.16,1,0,4222.497317,0,0,1,1,1,0,1,0
13.42619,47100.05,0,1,4950.374878,0,0,1,0,1,0,1,0
7.495673471,82560.95,1,0,1711.601451,0,0,1,1,1,0,0,1
9.810217,51463.12,2,0,4393.136079,0,0,0,1,0,0,1,0
7.739914,25130.75,0,0,1089.367201,1,1,0,1,0,0,1,0
12.37853,48042.7,2,0,636.617816,0,1,0,0,0,0,0,1
11.8337,28297.97,1,0,5878.968323,0,1,1,0,1,0,0,1
9.329606,22663.39,2,1,6146.743893,0,0,0,0,1,1,0,0
5.073443,10927.09,1,0,5218.302234,0,0,0,0,0,0,0,1
8.45345,103112.3,0,1,1435.244426,0,0,1,0,1,1,0,0
8.200222508,74026.91,1,1,1614.036609,1,0,0,1,1,0,1,0
9.256391341,146494.7,2,0,1216.325478,0,0,0,0,0,1,0,0
11.75093,41192.07,5,1,895.8563668,0,0,0,1,0,0,1,0
13.77917,25035.79,2,0,4194.277707,0,0,0,1,0,1,0,0
11.75049,21216.13,1,0,6106.678679,0,1,0,1,1,1,0,0
12.10445,146544.6,0,0,5926.760477,0,1,0,1,0,0,0,1
9.781433,5986.91,0,0,1474.927731,0,1,0,0,1,1,0,0
5.939411,53256.9,1,1,782.2940277,0,0,0,0,1,0,1,0
12.50317843,22864.34,0,1,824.8053885,0,0,0,1,0,0,0,1
10.44249511,46154.17,1,0,1445.752781,0,1,1,0,0,0,0,1
13.8729,104558.0,0,0,4756.821939,0,0,0,1,0,0,0,1
9.886595026,20801.9,0,0,500.4406927,1,0,0,0,0,0,1,0
9.503889638,12851.22,0,0,726.6441549,1,0,1,1,0,0,1,0
10.40897,53901.68,1,1,5748.685143,1,0,1,0,1,0,1,0
11.32477,28057.62,0,0,4523.838771,0,1,0,0,0,1,0,0
4.031118,48000.45,2,0,4724.312922,0,1,0,0,0,1,0,0
13.48181,46994.01,2,1,5389.491157,0,0,0,0,0,0,0,1
10.86134286,28330.55,3,0,800.1531959,1,0,0,0,1,1,0,0
8.550845,65242.66,2,1,5025.121526,1,1,0,0,1,0,1,0
12.7185,32423.61,1,0,1810.906541,0,1,1,1,0,1,0,0
10.67464,43632.29,1,1,5940.543417,0,0,0,1,1,0,1,0
9.186491,64534.56,0,0,1101.466816,0,0,1,1,0,0,0,1
15.26212,17298.74,1,1,6321.378623,0,0,0,1,0,0,1,0
12.06092,32595.47,0,0,6445.40917,0,0,1,0,1,0,1,0
10.41328888,4493.49,1,1,1302.621469,0,0,0,1,0,1,0,0
8.955689,32910.92,2,0,1241.590602,0,1,0,0,0,0,1,0
10.95303334,42506.64,0,0,742.7794122,0,0,1,1,0,0,0,1
17.66693,13133.31,0,0,6001.347694,0,0,0,0,1,0,1,0
11.20001,50518.01,0,0,5659.754528,1,1,0,0,1,0,0,1
11.913,23438.89,2,0,639.7154381,0,0,0,1,0,0,0,1
11.93102,13378.66,1,0,5141.242839,0,1,1,1,0,0,1,0
8.343598,23676.96,0,1,540.3210772,1,1,1,0,0,0,1,0
12.66865,36233.07,0,0,5690.994186,0,0,1,1,0,0,0,1
11.67333,26317.3,3,0,2519.749676,0,1,0,1,1,1,0,0
12.76536,9802.05,2,2,3938.300864,0,0,1,1,0,0,1,0
18.85173,72367.44,1,1,2099.998325,0,0,0,0,0,1,0,0
12.78937,32105.64,0,1,5739.181377,0,1,0,1,1,1,0,0
11.89332,23757.46,0,0,1479.383716,0,0,1,1,0,1,0,0
8.523796,38674.95,1,0,5645.734587,0,0,0,1,0,0,1,0
12.57884215,37103.18,3,1,1127.267848,0,0,1,0,1,0,0,1
10.72873,103435.7,2,0,1016.19707,0,0,1,1,0,0,0,1
10.05388383,51721.64,2,0,418.6206885,0,0,1,0,0,0,0,1
6.736876666,32659.08,1,0,1544.501137,1,0,1,1,0,0,1,0
17.96334654,14910.5,2,0,910.9230162,0,1,1,1,1,0,0,1
9.675976,62276.09,0,0,5466.255604,0,0,0,1,0,0,1,0
6.301705,54773.38,2,3,4728.939595,0,0,1,1,1,0,1,0
17.30888,30057.73,0,0,5586.42851,0,0,0,0,1,1,0,0
4.736819,81945.11,1,0,795.5471897,0,0,1,0,0,0,1,0
12.66401,72603.49,1,1,1321.951163,0,0,1,0,0,0,1,0
6.839793198,56631.76,0,0,1140.151122,0,0,0,0,1,0,1,0
6.125568,45594.27,1,1,1209.751161,0,1,1,0,1,0,1,0
9.19204,7500.54,1,1,891.754556,0,0,0,0,0,1,0,0
7.248946018,28502.33,1,2,1729.837284,0,0,0,1,0,0,1,0
10.84353,67833.88,2,0,2095.926619,1,1,1,0,0,1,0,0
9.602143,23515.27,3,0,5078.029461,0,1,1,0,0,0,1,0
6.418039,110960.3,1,0,1027.652777,0,0,0,0,1,0,1,0
8.525073,16658.68,2,1,3968.64853,0,0,1,0,0,0,1,0
9.92622,14468.95,1,0,1488.056133,0,1,0,0,0,0,0,1
10.3891,7858.21,1,0,807.0176026,0,0,1,0,1,0,0,1
13.26643,19224.86,0,0,5758.399584,0,1,1,0,0,1,0,0
12.27527,126678.4,3,0,2159.414298,0,1,1,0,1,0,1,0
13.64684,37709.27,0,0,5648.31533,0,0,1,1,0,1,0,0
8.18883,33916.31,0,0,1116.324602,0,1,0,1,0,0,0,1
5.607595,37418.19,0,0,5331.216027,0,1,0,0,1,0,0,1
7.594244,14551.81,2,0,5133.478559,0,0,1,1,0,0,1,0
4.705946,13366.53,0,0,1835.681416,0,0,0,0,1,0,1,0
10.70375,58175.44,1,1,5807.811165,1,1,1,0,1,0,1,0
11.11756812,87568.16,0,0,1755.645123,0,0,1,1,1,1,0,0
10.34783,27106.57,1,0,5092.536093,0,0,1,0,1,0,0,1
12.24888394,13935.17,1,0,534.6671843,0,1,1,1,0,0,1,0
7.706983,2715.32,1,1,1085.979242,0,0,0,0,0,1,0,0
15.25952,21808.42,1,1,5220.997715,0,1,0,0,0,1,0,0
14.012,62602.89,2,1,5661.364423,0,1,0,0,1,0,1,0
9.659487,26636.01,2,0,6020.277207,1,0,1,0,1,1,0,0
10.06822,62662.78,0,0,5160.332033,0,0,0,0,0,0,1,0
6.721308,33298.78,1,0,6360.531849,0,1,0,1,0,1,0,0
8.746045,37513.71,1,0,6353.540649,1,0,1,1,0,1,0,0
12.18052,40368.33,1,2,2009.785388,0,0,1,0,1,1,0,0
13.85192,23660.53,2,2,2104.759302,0,0,0,1,0,1,0,0
12.16368,22507.15,1,0,5513.184333,0,1,0,0,1,0,0,1
7.379511,30805.5,2,0,978.4054903,0,0,0,1,1,0,0,1
8.038547,30931.95,0,0,5730.292957,1,1,1,1,0,1,0,0
10.35877,29715.31,2,0,1291.115762,0,0,0,1,0,1,0,0
9.96958238,1277.42,0,0,1312.700259,0,1,1,1,0,0,0,1
8.367107,129473.6,1,1,2554.531054,0,1,0,1,1,0,1,0
16.024,68000.49,2,0,5528.483995,0,0,0,1,1,0,0,1
7.065505359,29940.45,1,0,991.7932314,0,0,1,0,1,0,1,0
6.599123,35404.27,0,0,812.928535,0,1,1,0,0,0,1,0
8.763218085,60476.86,0,0,717.6823944,0,0,1,1,0,0,1,0
9.883909,25676.69,0,0,4404.023519,0,0,0,1,0,1,0,0
11.46614,16885.35,3,0,5532.302162,0,0,0,0,1,0,0,1
12.93027,41216.81,1,0,5732.940723,0,0,0,1,0,0,1,0
11.40334,16577.49,1,0,2255.363032,0,1,1,0,1,1,0,0
8.337747682,37667.37,1,0,1214.05087,0,0,0,1,1,0,1,0
12.60775,14910.59,2,0,1443.47725,0,0,0,0,1,0,1,0
13.57622,60943.41,2,0,5184.100141,0,0,0,0,1,0,0,1
7.706587,57265.89,2,1,2280.034122,0,1,1,1,1,0,1,0
10.74539526,125814.88,0,1,1162.332926,0,0,1,1,0,1,0,0
14.14538,13236.13,0,1,6556.791992,0,1,0,1,0,1,0,0
9.638076,59960.0,0,0,1629.696337,0,0,0,1,0,1,0,0
11.08114,32929.09,0,1,4478.070702,0,1,0,0,1,1,0,0
13.12045068,14536.31,2,0,1713.178075,0,1,1,1,1,0,1,0
10.93778,7596.94,0,1,6227.163207,0,1,0,0,0,0,0,1
9.593769,21486.26,0,1,6407.974398,0,1,1,1,0,1,0,0
10.58295,55888.81,1,0,2007.430866,1,1,1,0,1,1,0,0
10.00097,22041.71,3,0,1150.114958,0,1,1,1,0,0,1,0
11.69401,12211.05,0,0,562.038508,1,1,1,0,0,0,0,1
13.66314,85041.89,2,0,6222.773491,0,0,0,1,1,0,1,0
8.497807171,60415.32,0,0,2245.476461,0,0,0,1,1,0,1,0
11.95689175,46533.08,2,0,522.7315686,0,0,0,0,0,0,1,0
13.44364,167846.0,3,1,5901.89928,0,0,0,1,0,1,0,0
8.585681,17383.96,0,1,5563.341225,0,1,0,0,0,1,0,0
6.471674,43895.22,2,0,6060.196481,0,0,1,1,1,0,0,1
9.049913,67611.32,2,0,5232.068649,0,1,1,1,1,1,0,0
9.078472,54411.48,1,0,1262.175265,0,0,0,1,0,1,0,0
10.38958279,7966.08,0,0,789.5226439,0,1,1,0,0,1,0,0
9.17938,26451.48,1,0,6655.981104,0,1,0,0,1,1,0,0
8.904872,33280.3,0,0,5386.649919,0,0,0,0,0,0,1,0
11.99485,20724.48,1,0,1547.496008,0,0,1,1,0,0,1,0
10.25356,26920.29,1,1,5794.589213,0,0,0,0,0,0,1,0
10.91183,20562.72,0,0,3969.782146,0,1,0,0,0,0,1,0
14.45756,26439.2,1,0,4180.815992,0,1,0,1,0,0,1,0
16.37914,16964.77,0,0,954.1821997,0,0,1,1,0,0,1,0
10.65786656,17280.24,1,0,2195.914801,0,1,0,1,1,0,1,0
4.955493,40129.49,1,0,2034.534213,1,0,0,1,1,1,0,0
4.065974,61921.5,0,0,2399.954293,0,1,0,0,1,1,0,0
5.672909,28894.68,3,0,2049.799984,0,0,0,0,1,0,1,0
12.01473007,31198.52,2,1,711.7404846,0,0,1,1,1,0,0,1
14.0785,12645.73,1,0,6576.787992,0,0,1,0,1,1,0,0
6.34319,48459.16,2,0,6289.621165,1,0,1,0,1,0,1,0
8.330352,24005.64,1,0,1949.172062,0,0,0,1,1,0,1,0
4.271704,10120.05,0,0,1010.521133,1,0,1,1,1,0,1,0
7.871451091,34372.27,2,1,1681.813552,0,0,1,1,0,0,0,1
10.95510131,16851.94,0,1,2007.303617,0,0,1,1,0,0,0,1
8.473613,78712.17,1,0,1530.742396,1,1,1,0,1,1,0,0
5.416075,62820.43,0,0,5865.625146,0,1,0,0,0,1,0,0
3.518516,32687.28,1,0,6066.504159,0,1,0,1,1,1,0,0
11.78232,56607.8,3,0,1945.332394,0,1,1,0,0,0,0,1
10.84131,41031.65,4,0,5519.813683,0,0,1,1,1,0,1,0
13.34978,81847.44,2,0,5600.00441,1,1,1,1,0,0,1,0
12.41991,93402.26,0,0,1855.20004,1,0,0,1,1,1,0,0
8.587338,35388.48,2,1,456.0822503,1,1,1,0,0,0,1,0
11.37883,34502.38,0,0,1271.632278,0,0,1,1,1,1,0,0
11.73824,18345.28,2,0,5965.540287,0,0,0,1,0,0,1,0
8.762474,40978.57,1,0,1838.646452,0,1,1,1,1,0,1,0
9.519194,11962.55,1,0,4531.04303,0,0,1,1,0,0,0,1
11.0781516,21878.12,2,0,623.8543707,0,0,1,0,0,0,0,1
14.78012,95657.24,1,0,5154.285324,0,0,0,1,0,0,1,0
8.127926454,79322.08,0,0,819.3644961,1,1,0,1,0,0,0,1
13.13879,8935.81,2,0,5820.96516,0,1,1,0,1,0,1,0
11.88241,35311.08,2,1,428.5644943,0,1,0,1,0,0,1,0
13.56923,72962.35,1,1,1093.745962,0,0,0,0,0,0,1,0
12.13849,34774.75,1,0,5762.602883,0,1,1,0,0,0,0,1
10.26758,28696.57,0,0,5811.49739,0,0,1,0,0,0,1,0
10.89022868,8979.6,1,0,968.8971697,1,0,1,0,0,0,1,0
7.766411994,20314.7,0,0,1561.294194,0,1,1,0,0,1,0,0
8.690721,16271.47,0,2,5695.648337,0,0,0,0,0,0,1,0
10.10753133,4739.77,1,0,794.8748353,0,1,0,0,0,0,0,1
11.74759925,64584.13,0,0,1551.398147,0,0,0,0,1,0,0,1
7.576322,91852.43,1,0,4994.1983,0,0,0,0,1,1,0,0
11.79012709,30110.14,0,0,1338.549194,1,0,1,0,0,0,1,0
8.554768,31529.9,1,0,1819.57724,0,0,0,0,1,0,0,1
11.21706,14128.58,4,0,6265.527896,0,0,1,1,1,1,0,0
8.187755,61763.76,1,0,5348.99535,0,1,1,0,0,1,0,0
12.57727,24120.92,2,0,6854.114445,0,0,0,1,1,1,0,0
13.85374,27800.88,0,2,804.9040342,0,0,1,0,0,0,0,1
8.6347,13043.09,1,0,3692.139265,0,1,1,0,0,0,0,1
10.89639,18946.77,1,1,1099.299416,0,0,1,0,1,0,1,0
3.504693,70968.23,0,1,6428.811386,0,0,1,0,1,1,0,0
9.013523,60536.56,1,1,1683.821351,1,1,0,0,1,1,0,0
11.86028,23024.38,0,0,6849.08497,0,0,0,1,1,1,0,0
3.978796,49782.7,0,1,1149.144476,0,0,1,0,0,0,0,1
11.10415291,31026.92,2,0,803.3925622,0,1,1,0,0,0,1,0
10.28991,15931.18,0,0,6119.953747,1,0,1,1,1,0,1,0
11.79632,44711.74,0,0,862.6906733,0,1,0,0,1,0,0,1
12.76603868,27976.63,2,1,1129.529441,0,0,0,0,0,0,0,1
6.182063,47145.15,1,0,5592.361956,0,0,0,0,1,0,1,0
8.55142407,48376.42,1,0,2158.332479,1,0,0,1,1,1,0,0
11.15686,20415.05,1,0,712.4768186,0,0,1,0,1,1,0,0
12.35760773,11835.48,1,0,1996.645842,0,1,0,0,1,0,1,0
10.72976,15584.37,3,0,1280.600763,0,0,0,1,1,0,1,0
10.10623,3728.27,0,1,6622.410472,1,0,1,1,0,1,0,0
6.071604,46701.02,1,0,4231.393427,0,1,1,1,1,0,1,0
14.63487,21122.58,2,0,5493.9737,1,0,0,1,0,1,0,0
10.9783735,23022.97,0,0,1631.872719,0,0,1,1,1,1,0,0
11.95636,9664.08,0,0,6448.95087,0,0,1,1,0,1,0,0
9.969352,29377.52,4,0,3868.983397,0,0,0,0,0,0,1,0
9.521566,22823.11,1,1,3232.873635,0,1,1,1,1,0,1,0
10.97418,21362.49,2,0,5233.491923,0,0,0,0,0,0,0,1
12.59274,36496.0,0,0,5610.20542,0,0,0,0,0,0,1,0
13.19852,56159.24,0,1,6532.644086,0,0,0,1,0,1,0,0
14.68014234,39281.35,0,0,1262.007891,0,0,0,0,1,0,1,0
7.194187,38877.66,0,0,2119.656047,0,1,0,0,0,1,0,0
10.94942,41620.84,0,0,6358.605209,0,0,0,1,1,0,1,0
17.70257,57253.42,0,0,5943.184132,0,0,1,1,0,1,0,0
13.45919,3167.88,1,0,3459.851822,0,0,0,0,0,0,1,0
8.682117,48005.6,1,0,583.6805521,0,1,1,1,0,0,1,0
9.515782,12534.97,1,0,5932.680423,0,1,0,1,0,0,1,0
13.60282892,14379.3,0,0,959.951483,0,1,1,0,0,0,1,0
2.245181,13371.2,0,0,5386.455531,0,0,1,0,0,1,0,0
10.04784815,82080.92,2,0,2271.84102,0,0,1,1,1,1,0,0
8.682296,42841.97,1,2,5747.654271,0,0,1,1,1,0,0,1
